Table_Number,Year,Measure,Age,Sex,Indigenous_Status,CS_Type,Year_Dollars,Description1,Description2,Description3,Description4,Description5,Data_Source,Unit,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,Aust
8A.20,2013-14,Real net operating expenditure,Adults,All people,All people,Community correction,2022-23 dollars,Real net operating expenditure; per day,Per offender,,,,Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,27.94,32.03,15.69,53.34,20.34,13.98,21.48,46.86,26.15
8A.21,2022-23,Completion of community corrections orders,Adults,Males,All people,Community correction,,Completion of community corrections orders,Male,,,,Derived from State and territory governments (unpublished),%,77.7,52.9,77.9,69.2,73.4,79.9,82.8,73.2,75.5
8A.21,2022-23,Completion of community corrections orders,Adults,Females,All people,Community correction,,Completion of community corrections orders,Female,,,,Derived from State and territory governments (unpublished),%,81.8,54.3,87.4,68.9,66.9,84.7,87.8,76.6,79.8
8A.21,2022-23,Completion of community corrections orders,Adults,All people,All people,Community correction,,Completion of community corrections orders,Restricted movement orders,,,,Derived from State and territory governments (unpublished),%,84.6,..,..,47.4,76.9,86.5,..,86.8,76.2
8A.21,2022-23,Completion of community corrections orders,Adults,All people,All people,Community correction,,Completion of community corrections orders,Reparation orders,,,,Derived from State and territory governments (unpublished),%,76.5,52.9,78.1,68.1,68.1,71.3,60.5,66.2,73.2
8A.21,2022-23,Completion of community corrections orders,Adults,All people,All people,Community correction,,Completion of community corrections orders,Supervision orders,,,,Derived from State and territory governments (unpublished),%,78.6,53.1,80.4,70.4,70.9,83.9,84.4,75.7,76.7
8A.21,2022-23,Completion of community corrections orders,Adults,All people,All people,Community correction,,Completion of community corrections orders,All orders,,,,Derived from State and territory governments (unpublished),%,78.4,53.1,80.1,69.2,72.2,80.9,83.8,73.7,76.3
8A.21,2021-22,Completion of community corrections orders,Adults,All people,All people,Community correction,,Completion of community corrections orders,All orders,,,,Derived from State and territory governments (unpublished),%,80.8,52.6,83.3,72.4,71.4,81.8,83,74.1,78.6
8A.21,2020-21,Completion of community corrections orders,Adults,All people,All people,Community correction,,Completion of community corrections orders,All orders,,,,Derived from State and territory governments (unpublished),%,78.3,57.9,80.7,69.6,67,78.9,76.3,76.5,76.1
8A.21,2019-20,Completion of community corrections orders,Adults,All people,All people,Community correction,,Completion of community corrections orders,All orders,,,,Derived from State and territory governments (unpublished),%,72.4,57.4,79.2,65.1,64.7,82.6,68.1,72.5,71.4
8A.21,2018-19,Completion of community corrections orders,Adults,All people,All people,Community correction,,Completion of community corrections orders,All orders,,,,Derived from State and territory governments (unpublished),%,68.8,56.4,76.5,61.4,68.7,87.3,69.2,75.8,68.8
8A.21,2017-18,Completion of community corrections orders,Adults,All people,All people,Community correction,,Completion of community corrections orders,All orders,,,,Derived from State and territory governments (unpublished),%,76.1,59.2,78,61.6,71.3,86.9,67.4,73.1,72.9
8A.21,2016-17,Completion of community corrections orders,Adults,All people,All people,Community correction,,Completion of community corrections orders,All orders,,,,Derived from State and territory governments (unpublished),%,73.5,62.9,77,60.8,72,86.4,70.3,71.4,72.2
8A.21,2015-16,Completion of community corrections orders,Adults,All people,All people,Community correction,,Completion of community corrections orders,All orders,,,,Derived from State and territory governments (unpublished),%,74,66.2,77.7,60.9,67,85,72.8,73.4,72.8
8A.21,2014-15,Completion of community corrections orders,Adults,All people,All people,Community correction,,Completion of community corrections orders,All orders,,,,Derived from State and territory governments (unpublished),%,75.8,66.5,75.6,61.2,67.5,87.6,79.9,69,72.9
8A.21,2013-14,Completion of community corrections orders,Adults,All people,All people,Community correction,,Completion of community corrections orders,All orders,,,,Derived from State and territory governments (unpublished),%,74,66.4,77.3,60,70.1,87.1,77,69.2,72.8
8A.22,2022-23,Escapes,Adults,All people,All people,Prison,,Escapes,Number,Open prison,,,State and territory governments (unpublished),no.,1,2,8,1,0,0,0,13,25
8A.22,2022-23,Escapes,Adults,All people,All people,Prison,,Escapes,Number,Secure prison,,,State and territory governments (unpublished),no.,0,0,0,2,0,1,1,1,5
8A.22,2022-23,Escapes,Adults,All people,All people,Prison,,Escapes,Rate per 100 prisoners,Open prison,,,Derived from State and territory governments (unpublished),rate,0.03,0.27,1.18,0.11,0,0,0,1.36,0.37
8A.22,2022-23,Escapes,Adults,All people,All people,Prison,,Escapes,Rate per 100 prisoners,Secure prison,,,Derived from State and territory governments (unpublished),rate,0,0,0,0.04,0,0.15,0.26,0.1,0.01
8A.22,2021-22,Escapes,Adults,All people,All people,Prison,,Escapes,Number,Open prison,,,State and territory governments (unpublished),no.,3,0,13,4,0,0,0,6,26
8A.22,2021-22,Escapes,Adults,All people,All people,Prison,,Escapes,Number,Secure prison,,,State and territory governments (unpublished),no.,1,1,0,0,1,2,1,1,7
8A.22,2021-22,Escapes,Adults,All people,All people,Prison,,Escapes,Rate per 100 prisoners,Open prison,,,Derived from State and territory governments (unpublished),rate,0.09,0,1.91,0.41,0,0,0,0.67,0.39
8A.22,2021-22,Escapes,Adults,All people,All people,Prison,,Escapes,Rate per 100 prisoners,Secure prison,,,Derived from State and territory governments (unpublished),rate,0.01,0.02,0,0,0.04,0.32,0.26,0.1,0.02
8A.22,2020-21,Escapes,Adults,All people,All people,Prison,,Escapes,Number,Open prison,,,State and territory governments (unpublished),no.,3,1,4,0,0,0,0,3,11
8A.22,2020-21,Escapes,Adults,All people,All people,Prison,,Escapes,Number,Secure prison,,,State and territory governments (unpublished),no.,2,0,0,2,1,0,0,0,5
8A.22,2020-21,Escapes,Adults,All people,All people,Prison,,Escapes,Rate per 100 prisoners,Open prison,,,Derived from State and territory governments (unpublished),rate,0.08,0.14,0.61,0,0,0,0,0.35,0.15
8A.22,2020-21,Escapes,Adults,All people,All people,Prison,,Escapes,Rate per 100 prisoners,Secure prison,,,Derived from State and territory governments (unpublished),rate,0.02,0,0,0.04,0.04,0,0,0,0.01
8A.22,2019-20,Escapes,Adults,All people,All people,Prison,,Escapes,Number,Open prison,,,State and territory governments (unpublished),no.,2,1,10,1,1,0,0,4,19
8A.22,2019-20,Escapes,Adults,All people,All people,Prison,,Escapes,Number,Secure prison,,,State and territory governments (unpublished),no.,1,0,0,1,0,3,0,4,9
8A.22,2019-20,Escapes,Adults,All people,All people,Prison,,Escapes,Rate per 100 prisoners,Open prison,,,Derived from State and territory governments (unpublished),rate,0.05,0.12,1.59,0.09,0.38,0,0,0.48,0.24
8A.22,2019-20,Escapes,Adults,All people,All people,Prison,,Escapes,Rate per 100 prisoners,Secure prison,,,Derived from State and territory governments (unpublished),rate,0.01,0,0,0.02,0,0.46,0,0.45,0.03
8A.22,2018-19,Escapes,Adults,All people,All people,Prison,,Escapes,Number,Open prison,,,State and territory governments (unpublished),no.,10,3,3,0,1,0,0,5,22
8A.22,2018-19,Escapes,Adults,All people,All people,Prison,,Escapes,Number,Secure prison,,,State and territory governments (unpublished),no.,2,0,0,10,0,0,0,1,13
8A.22,2018-19,Escapes,Adults,All people,All people,Prison,,Escapes,Rate per 100 prisoners,Open prison,,,Derived from State and territory governments (unpublished),rate,0.22,0.37,0.45,0,0.35,0,0,0.62,0.27
8A.22,2018-19,Escapes,Adults,All people,All people,Prison,,Escapes,Rate per 100 prisoners,Secure prison,,,Derived from State and territory governments (unpublished),rate,0.02,0,0,0.17,0,0,0,0.11,0.04
8A.22,2017-18,Escapes,Adults,All people,All people,Prison,,Escapes,Number,Open prison,,,State and territory governments (unpublished),no.,5,9,7,1,0,0,0,14,36
8A.22,2017-18,Escapes,Adults,All people,All people,Prison,,Escapes,Number,Secure prison,,,State and territory governments (unpublished),no.,6,0,0,1,0,0,0,2,9
8A.22,2017-18,Escapes,Adults,All people,All people,Prison,,Escapes,Rate per 100 prisoners,Open prison,,,Derived from State and territory governments (unpublished),rate,0.11,1.1,1.05,0.1,0,0,0,1.74,0.43
8A.22,2017-18,Escapes,Adults,All people,All people,Prison,,Escapes,Rate per 100 prisoners,Secure prison,,,Derived from State and territory governments (unpublished),rate,0.07,0,0,0.02,0,0,0,0.22,0.03
8A.22,2016-17,Escapes,Adults,All people,All people,Prison,,Escapes,Number,Open prison,,,State and territory governments (unpublished),no.,12,2,10,0,0,0,0,8,32
8A.22,2016-17,Escapes,Adults,All people,All people,Prison,,Escapes,Number,Secure prison,,,State and territory governments (unpublished),no.,3,1,0,2,0,0,2,3,11
8A.22,2016-17,Escapes,Adults,All people,All people,Prison,,Escapes,Rate per 100 prisoners,Open prison,,,Derived from State and territory governments (unpublished),rate,0.26,0.22,1.51,0,0,0,0,1.05,0.38
8A.22,2016-17,Escapes,Adults,All people,All people,Prison,,Escapes,Rate per 100 prisoners,Secure prison,,,Derived from State and territory governments (unpublished),rate,0.04,0.02,0,0.04,0,0,0.46,0.34,0.03
8A.22,2015-16,Escapes,Adults,All people,All people,Prison,,Escapes,Number,Open prison,,,State and territory governments (unpublished),no.,10,5,6,7,1,0,0,8,37
8A.22,2015-16,Escapes,Adults,All people,All people,Prison,,Escapes,Number,Secure prison,,,State and territory governments (unpublished),no.,4,5,0,4,0,2,1,2,18
8A.22,2015-16,Escapes,Adults,All people,All people,Prison,,Escapes,Rate per 100 prisoners,Open prison,,,Derived from State and territory governments (unpublished),rate,0.23,0.57,0.9,0.67,0.33,0,0,1.07,0.46
8A.22,2015-16,Escapes,Adults,All people,All people,Prison,,Escapes,Rate per 100 prisoners,Secure prison,,,Derived from State and territory governments (unpublished),rate,0.05,0.09,0,0.08,0,0.39,0.25,0.22,0.06
8A.22,2014-15,Escapes,Adults,All people,All people,Prison,,Escapes,Number,Open prison,,,State and territory governments (unpublished),no.,5,5,5,5,3,0,0,9,32
8A.22,2014-15,Escapes,Adults,All people,All people,Prison,,Escapes,Number,Secure prison,,,State and territory governments (unpublished),no.,1,0,0,1,0,0,0,1,3
8A.22,2014-15,Escapes,Adults,All people,All people,Prison,,Escapes,Rate per 100 prisoners,Open prison,,,Derived from State and territory governments (unpublished),rate,0.13,0.49,0.82,0.52,1.07,0,0,1.33,0.43
8A.22,2014-15,Escapes,Adults,All people,All people,Prison,,Escapes,Rate per 100 prisoners,Secure prison,,,Derived from State and territory governments (unpublished),rate,0.01,0,0,0.02,0,0,0,0.11,0.01
8A.22,2013-14,Escapes,Adults,All people,All people,Prison,,Escapes,Number,Open prison,,,State and territory governments (unpublished),no.,12,7,2,1,0,0,0,22,44
8A.22,2013-14,Escapes,Adults,All people,All people,Prison,,Escapes,Number,Secure prison,,,State and territory governments (unpublished),no.,1,0,0,9,1,0,0,2,13
8A.22,2013-14,Escapes,Adults,All people,All people,Prison,,Escapes,Rate per 100 prisoners,Open prison,,,Derived from State and territory governments (unpublished),rate,0.31,0.77,0.31,0.1,0,0,0,4.26,0.61
8A.22,2013-14,Escapes,Adults,All people,All people,Prison,,Escapes,Rate per 100 prisoners,Secure prison,,,Derived from State and territory governments (unpublished),rate,0.02,0,0,0.22,0.05,0,0,0.2,0.05
8A.4,2022-23,Prisoner population,Adults,All people,Non-Indigenous people,Prison,,Prisoner population,Daily average,Non-Indigenous,,,Derived from State and territory governments (unpublished),no.,8763,5650,6258,3685,2212,508,276,239,27590
8A.4,2021-22,Prisoner population,Adults,All people,Non-Indigenous people,Prison,,Prisoner population,Daily average,Non-Indigenous,,,Derived from State and territory governments (unpublished),no.,8906,5800,6147,3821,2227,479,285,256,27922
8A.5,2022-23,Prisoner population,Adults,All people,Non-Indigenous people,Prison,,Prisoner population,Non-Indigenous,,,,Derived from State and territory governments (unpublished),no.,8763,5650,6258,3685,2212,508,276,239,27590
8A.5,2022-23,Prisoner population,Adults,All people,Non-Indigenous people,Prison,,Crude imprisonment rate per 100000 adults,Non-Indigenous,,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate,139.9,108,155.9,174.2,154.8,116.2,77.4,177.1,138.1
8A.5,2022-23,Prisoner population,Adults,All people,Non-Indigenous people,Prison,,Age-standardised imprisonment rate per 100000 adults,Non-Indigenous,,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate (AS),153.4,114.3,173.2,191.3,179.3,140.8,73.9,170.2,150.7
8A.5,2021-22,Prisoner population,Adults,All people,Non-Indigenous people,Prison,,Prisoner population,Non-Indigenous,,,,Derived from State and territory governments (unpublished),no.,8906,5800,6147,3821,2227,479,285,256,27922
8A.5,2021-22,Prisoner population,Adults,All people,Non-Indigenous people,Prison,,Crude imprisonment rate per 100000 adults,Non-Indigenous,,,,Derived from State and territory governments (unpublished); ABS (unpublished) National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate,143.3,111.6,157.1,190.4,161.6,116.4,86.5,194.7,142.6
8A.5,2021-22,Prisoner population,Adults,All people,Non-Indigenous people,Prison,,Age-standardised imprisonment rate per 100000 adults,Non-Indigenous,,,,Derived from State and territory governments (unpublished); ABS (unpublished) National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate (AS),157.6,117.8,174.5,209.9,188.9,145.3,87.2,193.1,156.1
8A.5,2020-21,Prisoner population,Adults,All people,Non-Indigenous people,Prison,,Prisoner population,Non-Indigenous,,,,Derived from State and territory governments (unpublished),no.,9446,6231,6198,3999,2208,491,308,261,29143
8A.5,2020-21,Prisoner population,Adults,All people,Non-Indigenous people,Prison,,Crude imprisonment rate per 100000 adults,Non-Indigenous,,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate,152.1,120,160.6,200.9,160.8,119.7,93.6,197.1,149.4
8A.5,2020-21,Prisoner population,Adults,All people,Non-Indigenous people,Prison,,Age-standardised imprisonment rate per 100000 adults,Non-Indigenous,,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate (AS),164.9,124.9,176.3,218.5,186,147.9,93,192.9,161.4
8A.5,2019-20,Prisoner population,Adults,All people,Non-Indigenous people,Prison,,Prisoner population,Non-Indigenous,,,,Derived from State and territory governments (unpublished),no.,9906,7047,5845,4252,2002,522,334,292,30200
8A.5,2019-20,Prisoner population,Adults,All people,Non-Indigenous people,Prison,,Crude imprisonment rate per 100000 adults,Non-Indigenous,,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate,160.4,136,153.6,216.3,147,128.7,102.4,221.3,156
8A.5,2019-20,Prisoner population,Adults,All people,Non-Indigenous people,Prison,,Age-standardised imprisonment rate per 100000 adults,Non-Indigenous,,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate (AS),170.7,138.5,166.3,231.4,168.1,158.2,99.9,212.5,165.6
8A.5,2018-19,Prisoner population,Adults,All people,Non-Indigenous people,Prison,,Prisoner population,Non-Indigenous,,,,Derived from State and territory governments (unpublished),no.,10009,7195,6109,4214,2066,522,363,287,30767
8A.5,2018-19,Prisoner population,Adults,All people,Non-Indigenous people,Prison,,Crude imprisonment rate per 100000 adults,Non-Indigenous,,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate,164,141.7,163.2,217,153.2,130.3,112.2,215.5,161.3
8A.5,2018-19,Prisoner population,Adults,All people,Non-Indigenous people,Prison,,Age-standardised imprisonment rate per 100000 adults,Non-Indigenous,,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate (AS),173.9,144.2,175.5,229.7,174.6,160.2,107.6,203.9,170.4
8A.5,2017-18,Prisoner population,Adults,All people,Non-Indigenous people,Prison,,Prisoner population,Non-Indigenous,,,,Derived from State and territory governments (unpublished),no.,9976,6532,5872,4179,2232,495,359,276,29922
8A.5,2017-18,Prisoner population,Adults,All people,Non-Indigenous people,Prison,,Crude imprisonment rate per 100000 adults,Non-Indigenous,,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate,166.1,131.8,157.4,217,167.1,125.3,112.9,205.1,159.1
8A.5,2017-18,Prisoner population,Adults,All people,Non-Indigenous people,Prison,,Age-standardised imprisonment rate per 100000 adults,Non-Indigenous,,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate (AS),176.2,134.4,167.9,226.6,189.7,154.1,108,191.4,167.7
8A.5,2016-17,Prisoner population,Adults,All people,Non-Indigenous people,Prison,,Prisoner population,Non-Indigenous,,,,Derived from State and territory governments (unpublished),no.,9703,6181,5524,4031,2186,463,341,262,28691
8A.5,2016-17,Prisoner population,Adults,All people,Non-Indigenous people,Prison,,Crude imprisonment rate per 100000 adults,Non-Indigenous,,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate,164.3,127.6,150.6,210.4,164.8,118.9,109.6,195.8,155.1
8A.5,2016-17,Prisoner population,Adults,All people,Non-Indigenous people,Prison,,Age-standardised imprisonment rate per 100000 adults,Non-Indigenous,,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate (AS),174.6,130.6,160,216.5,186.1,146,104.1,181.6,163.2
8A.5,2015-16,Prisoner population,Adults,All people,Non-Indigenous people,Prison,,Prisoner population,Non-Indigenous,,,,Derived from State and territory governments (unpublished),no.,9220,5703,5078,3629,2153,433,300,268,26784
8A.5,2015-16,Prisoner population,Adults,All people,Non-Indigenous people,Prison,,Crude imprisonment rate per 100000 adults,Non-Indigenous,,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate,158.9,120.8,140.8,190.8,163.5,112,98.1,200,147.4
8A.5,2015-16,Prisoner population,Adults,All people,Non-Indigenous people,Prison,,Age-standardised imprisonment rate per 100000 adults,Non-Indigenous,,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate (AS),169,123.9,148.7,194.2,183.4,136.8,93.3,183,154.7
8A.5,2014-15,Prisoner population,Adults,All people,Non-Indigenous people,Prison,,Prisoner population,Non-Indigenous,,,,Derived from State and territory governments (unpublished),no.,8216,5773,4882,3278,1959,394,267,234,25004
8A.5,2014-15,Prisoner population,Adults,All people,Non-Indigenous people,Prison,,Crude imprisonment rate per 100000 adults,Non-Indigenous,,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate,143.8,125.1,137.1,173.5,149.9,102.4,88.9,174.8,139.6
8A.5,2014-15,Prisoner population,Adults,All people,Non-Indigenous people,Prison,,Age-standardised imprisonment rate per 100000 adults,Non-Indigenous,,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate (AS),153,128.4,143.9,175,167.5,124.2,84,158.6,146.3
8A.5,2013-14,Prisoner population,Adults,All people,Non-Indigenous people,Prison,,Prisoner population,Non-Indigenous,,,,Derived from State and territory governments (unpublished),no.,7749,5252,4585,3012,1794,401,266,205,23263
8A.5,2013-14,Prisoner population,Adults,All people,Non-Indigenous people,Prison,,Crude imprisonment rate per 100000 adults,Non-Indigenous,,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate,137.6,116.3,130.5,161,138.5,104.6,89.6,153,131.8
8A.5,2013-14,Prisoner population,Adults,All people,Non-Indigenous people,Prison,,Age-standardised imprisonment rate per 100000 adults,Non-Indigenous,,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate (AS),146.4,119.4,136.2,161.1,154.2,125.7,83.9,137.5,137.8
8A.6,2022-23,Community corrections population,Adults,All people,Non-Indigenous people,Community correction,,Community corrections population,Daily average,Non-Indigenous,,,Derived from State and territory governments (unpublished),no.,24847,8860,13554,3932,4937,1492,625,278,58525
8A.6,2021-22,Community corrections population,Adults,All people,Non-Indigenous people,Community correction,,Community corrections population,Daily average,Non-Indigenous,,,Derived from State and territory governments (unpublished),no.,25447,7956,14179,4036,5082,1598,767,270,59336
8A.7,2022-23,Community corrections population,Adults,All people,Non-Indigenous people,Community correction,,Total community corrections daily average population,Non-Indigenous,,,,Derived from State and territory governments (unpublished),no.,24847,8860,13554,3932,4937,1492,625,278,58525
8A.7,2022-23,Community corrections population,Adults,All people,Non-Indigenous people,Community correction,,Crude community corrections rate per 100000 adults,Non-Indigenous,,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate,396.6,169.4,337.7,185.8,345.5,341.3,175.2,206.4,292.8
8A.7,2022-23,Community corrections population,Adults,All people,Non-Indigenous people,Community correction,,Age-standardised community corrections rate per 100000 adults,Non-Indigenous,,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate (AS),412.2,170.2,354.5,191.6,379.9,391.9,160.6,188.1,302.8
8A.7,2021-22,Community corrections population,Adults,All people,Non-Indigenous people,Community correction,,Total community corrections daily average population,Non-Indigenous,,,,Derived from State and territory governments (unpublished),no.,25447,7956,14179,4036,5082,1598,767,270,59336
8A.7,2021-22,Community corrections population,Adults,All people,Non-Indigenous people,Community correction,,Crude community corrections rate per 100000 adults,Non-Indigenous,,,,Derived from State and territory governments (unpublished); ABS (unpublished) National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate,409.5,153.1,362.3,201.1,368.8,388.3,233,205.1,303
8A.7,2021-22,Community corrections population,Adults,All people,Non-Indigenous people,Community correction,,Age-standardised community corrections rate per 100000 adults,Non-Indigenous,,,,Derived from State and territory governments (unpublished); ABS (unpublished) National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate (AS),426.6,153.8,380.5,208.1,408.6,458.6,222.2,191.3,314.2
8A.7,2020-21,Community corrections population,Adults,All people,Non-Indigenous people,Community correction,,Total community corrections daily average population,Non-Indigenous,,,,Derived from State and territory governments (unpublished),no.,26352,7677,13447,4180,4456,1518,985,290,58905
8A.7,2020-21,Community corrections population,Adults,All people,Non-Indigenous people,Community correction,,Crude community corrections rate per 100000 adults,Non-Indigenous,,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate,424.3,147.8,348.5,210,324.4,370.2,299.1,218.5,302.1
8A.7,2020-21,Community corrections population,Adults,All people,Non-Indigenous people,Community correction,,Age-standardised community corrections rate per 100000 adults,Non-Indigenous,,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate (AS),437.6,147,362.6,215.2,356.6,433.7,282.6,201.9,310.2
8A.7,2019-20,Community corrections population,Adults,All people,Non-Indigenous people,Community correction,,Total community corrections daily average population,Non-Indigenous,,,,Derived from State and territory governments (unpublished),no.,25397,10959,15224,4113,4789,1619,1014,311,63426
8A.7,2019-20,Community corrections population,Adults,All people,Non-Indigenous people,Community correction,,Crude community corrections rate per 100000 adults,Non-Indigenous,,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate,411.2,211.5,400.1,209.2,351.6,399,310.6,235.7,327.6
8A.7,2019-20,Community corrections population,Adults,All people,Non-Indigenous people,Community correction,,Age-standardised community corrections rate per 100000 adults,Non-Indigenous,,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate (AS),418.1,206.8,411.7,211.6,382.7,465.4,289.3,214.5,331.9
8A.7,2018-19,Community corrections population,Adults,All people,Non-Indigenous people,Community correction,,Total community corrections daily average population,Non-Indigenous,,,,Derived from State and territory governments (unpublished),no.,17920,12024,16162,4012,4723,1665,915,324,57746
8A.7,2018-19,Community corrections population,Adults,All people,Non-Indigenous people,Community correction,,Crude community corrections rate per 100000 adults,Non-Indigenous,,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate,293.6,236.8,431.7,206.6,350.2,415.2,282.4,243.3,302.7
8A.7,2018-19,Community corrections population,Adults,All people,Non-Indigenous people,Community correction,,Age-standardised community corrections rate per 100000 adults,Non-Indigenous,,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate (AS),297.6,231.5,441.7,207.1,379.9,483.8,260.1,218.8,305.5
8A.7,2017-18,Community corrections population,Adults,All people,Non-Indigenous people,Community correction,,Total community corrections daily average population,Non-Indigenous,,,,Derived from State and territory governments (unpublished),no.,13982,13117,15487,3639,4798,1583,897,322,53825
8A.7,2017-18,Community corrections population,Adults,All people,Non-Indigenous people,Community correction,,Crude community corrections rate per 100000 adults,Non-Indigenous,,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate,232.8,264.6,415.1,188.9,359.2,401,282.1,239.3,286.2
8A.7,2017-18,Community corrections population,Adults,All people,Non-Indigenous people,Community correction,,Age-standardised community corrections rate per 100000 adults,Non-Indigenous,,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate (AS),235.9,259,421.1,187.3,388,466.3,259.2,212.9,288
8A.7,2016-17,Community corrections population,Adults,All people,Non-Indigenous people,Community correction,,Total community corrections daily average population,Non-Indigenous,,,,Derived from State and territory governments (unpublished),no.,13837,12646,15201,3521,5186,1505,812,304,53011
8A.7,2016-17,Community corrections population,Adults,All people,Non-Indigenous people,Community correction,,Crude community corrections rate per 100000 adults,Non-Indigenous,,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate,234.3,261.1,414.5,183.8,391.1,386.8,260.6,227.2,286.6
8A.7,2016-17,Community corrections population,Adults,All people,Non-Indigenous people,Community correction,,Age-standardised community corrections rate per 100000 adults,Non-Indigenous,,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate (AS),237.5,256.1,418.5,179.9,420,447.9,238.3,201.1,287.7
8A.7,2015-16,Community corrections population,Adults,All people,Non-Indigenous people,Community correction,,Total community corrections daily average population,Non-Indigenous,,,,Derived from State and territory governments (unpublished),no.,13017,12191,13857,3150,4938,1601,746,270,49770
8A.7,2015-16,Community corrections population,Adults,All people,Non-Indigenous people,Community correction,,Crude community corrections rate per 100000 adults,Non-Indigenous,,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate,224.4,258.2,384.3,165.6,374.9,414.1,243.9,201.5,273.8
8A.7,2015-16,Community corrections population,Adults,All people,Non-Indigenous people,Community correction,,Age-standardised community corrections rate per 100000 adults,Non-Indigenous,,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,rate (AS),na,na,na,na,na,na,na,na,na
8A.7,2014-15,Community corrections population,Adults,All people,Non-Indigenous people,Community correction,,Total community corrections daily average population,Non-Indigenous,,,,Derived from State and territory governments (unpublished),no.,12417,9861,12549,2797,4668,1689,751,261,44994
