Table_Number,Year,Measure,Age,Sex,Indigenous_Status,Service_Type,Year_Dollars,Description1,Description2,Description3,Description4,Description5,Description6,Description7,Data_Source,Unit,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,Aust
17A.14,2020-21,Education and training attendance,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of young people,Young people in detention,Of compulsory school age,Who are eligible to attend an accredited education or training course,Non-Indigenous,,State and territory governments (unpublished),no.,49.8,84,28.5,18,4,3.3,19,na,206.5
17A.14,2020-21,Education and training attendance,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Proportion of young people,Young people in detention,Of compulsory school age,Attending an accredited education or training course,Non-Indigenous,,Derived from State and territory governments (unpublished),%,100,100,100,100,100,100,100,na,100
17A.14,2020-21,Education and training attendance,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of young people,Young people in detention,Not of compulsory school age,Attending an accredited education or training course,Non-Indigenous,,State and territory governments (unpublished),no.,67,51,46.8,1.3,2,1.5,7,na,176.5
17A.14,2020-21,Education and training attendance,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of young people,Young people in detention,Not of compulsory school age,Who are eligible to attend an accredited education or training course,Non-Indigenous,,State and territory governments (unpublished),no.,67,51,46.8,1.8,2,1.5,7,na,177
17A.14,2020-21,Education and training attendance,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Proportion of young people,Young people in detention,Not of compulsory school age,Attending an accredited education or training course,Non-Indigenous,,Derived from State and territory governments (unpublished),%,100,100,100,71.4,100,100,100,na,99.7
17A.14,2019-20,Education and training attendance,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of young people,Young people in detention,Of compulsory school age,Attending an accredited education or training course,Non-Indigenous,,State and territory governments (unpublished),no.,55,84,17.5,21.3,6,6,20,na,209.8
17A.14,2019-20,Education and training attendance,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of young people,Young people in detention,Of compulsory school age,Who are eligible to attend an accredited education or training course,Non-Indigenous,,State and territory governments (unpublished),no.,55,84,17.5,21.3,6,6,20,na,209.8
17A.14,2019-20,Education and training attendance,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Proportion of young people,Young people in detention,Of compulsory school age,Attending an accredited education or training course,Non-Indigenous,,Derived from State and territory governments (unpublished),%,100,100,100,100,100,100,100,na,100
17A.14,2019-20,Education and training attendance,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of young people,Young people in detention,Not of compulsory school age,Attending an accredited education or training course,Non-Indigenous,,State and territory governments (unpublished),no.,76,65,41.3,1.8,3,2.7,8,na,197.7
17A.14,2019-20,Education and training attendance,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of young people,Young people in detention,Not of compulsory school age,Who are eligible to attend an accredited education or training course,Non-Indigenous,,State and territory governments (unpublished),no.,76,65,41.3,2,3,2.7,8,na,197.9
17A.14,2019-20,Education and training attendance,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Proportion of young people,Young people in detention,Not of compulsory school age,Attending an accredited education or training course,Non-Indigenous,,Derived from State and territory governments (unpublished),%,100,100,100,87.5,100,100,100,na,99.9
17A.14,2018-19,Education and training attendance,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of young people,Young people in detention,Of compulsory school age,Attending an accredited education or training course,Non-Indigenous,,State and territory governments (unpublished),no.,51.8,93,15.8,18.8,6,5.8,12,na,203
17A.14,2018-19,Education and training attendance,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of young people,Young people in detention,Of compulsory school age,Who are eligible to attend an accredited education or training course,Non-Indigenous,,State and territory governments (unpublished),no.,51.8,93,15.8,19.5,6,5.8,12,na,203.8
17A.14,2018-19,Education and training attendance,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Proportion of young people,Young people in detention,Of compulsory school age,Attending an accredited education or training course,Non-Indigenous,,Derived from State and territory governments (unpublished),%,100,100,100,96.2,100,100,100,na,99.6
17A.14,2018-19,Education and training attendance,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of young people,Young people in detention,Not of compulsory school age,Attending an accredited education or training course,Non-Indigenous,,State and territory governments (unpublished),no.,81.8,65,45.3,3,4,1,8,na,208
17A.14,2018-19,Education and training attendance,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of young people,Young people in detention,Not of compulsory school age,Who are eligible to attend an accredited education or training course,Non-Indigenous,,State and territory governments (unpublished),no.,81.8,65,45.3,3.3,4,1,8,na,208.3
17A.14,2018-19,Education and training attendance,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Proportion of young people,Young people in detention,Not of compulsory school age,Attending an accredited education or training course,Non-Indigenous,,Derived from State and territory governments (unpublished),%,100,100,100,92.3,100,100,100,na,99.9
17A.14,2017-18,Education and training attendance,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of young people,Young people in detention,Of compulsory school age,Attending an accredited education or training course,Non-Indigenous,,State and territory governments (unpublished),no.,64.3,99,24,24,9,5,23,na,248.3
17A.14,2017-18,Education and training attendance,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of young people,Young people in detention,Of compulsory school age,Who are eligible to attend an accredited education or training course,Non-Indigenous,,State and territory governments (unpublished),no.,64.3,99,24,28.3,9,5,23,na,252.5
17A.14,2017-18,Education and training attendance,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Proportion of young people,Young people in detention,Of compulsory school age,Attending an accredited education or training course,Non-Indigenous,,Derived from State and territory governments (unpublished),%,100,100,100,85,100,100,100,na,98.3
17A.14,2017-18,Education and training attendance,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of young people,Young people in detention,Not of compulsory school age,Attending an accredited education or training course,Non-Indigenous,,State and territory governments (unpublished),no.,84.5,64,30.5,5.3,3,1.7,17,na,205.9
17A.14,2017-18,Education and training attendance,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of young people,Young people in detention,Not of compulsory school age,Who are eligible to attend an accredited education or training course,Non-Indigenous,,State and territory governments (unpublished),no.,84.5,64,30.5,8.3,3,1.7,17,na,208.9
17A.14,2017-18,Education and training attendance,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Proportion of young people,Young people in detention,Not of compulsory school age,Attending an accredited education or training course,Non-Indigenous,,Derived from State and territory governments (unpublished),%,100,100,100,63.6,100,100,100,na,98.6
17A.14,2016-17,Education and training attendance,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of young people,Young people in detention,Of compulsory school age,Attending an accredited education or training course,Non-Indigenous,,State and territory governments (unpublished),no.,53,104,22,23,9,5.3,12,0,228.3
17A.14,2016-17,Education and training attendance,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of young people,Young people in detention,Of compulsory school age,Who are eligible to attend an accredited education or training course,Non-Indigenous,,State and territory governments (unpublished),no.,53,104,22,24,9,5.3,12,0,229.3
17A.14,2016-17,Education and training attendance,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Proportion of young people,Young people in detention,Of compulsory school age,Attending an accredited education or training course,Non-Indigenous,,Derived from State and territory governments (unpublished),%,100,100,100,95.8,100,100,100,..,99.6
17A.14,2016-17,Education and training attendance,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of young people,Young people in detention,Not of compulsory school age,Attending an accredited education or training course,Non-Indigenous,,State and territory governments (unpublished),no.,75,58,30,4,3,2.8,15,0.8,188.5
17A.14,2016-17,Education and training attendance,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of young people,Young people in detention,Not of compulsory school age,Who are eligible to attend an accredited education or training course,Non-Indigenous,,State and territory governments (unpublished),no.,75,58,30,6,3,2.8,15,0.8,190.5
17A.14,2016-17,Education and training attendance,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Proportion of young people,Young people in detention,Not of compulsory school age,Attending an accredited education or training course,Non-Indigenous,,Derived from State and territory governments (unpublished),%,100,100,100,66.7,100,100,100,100,99
17A.14,2015-16,Education and training attendance,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of young people,Young people in detention,Of compulsory school age,Attending an accredited education or training course,Non-Indigenous,,State and territory governments (unpublished),no.,53,56,20.5,22,8,3.3,16,0,178.8
17A.14,2015-16,Education and training attendance,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of young people,Young people in detention,Of compulsory school age,Who are eligible to attend an accredited education or training course,Non-Indigenous,,State and territory governments (unpublished),no.,53,56,20.5,24,8,3.3,16,0,180.8
17A.14,2015-16,Education and training attendance,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Proportion of young people,Young people in detention,Of compulsory school age,Attending an accredited education or training course,Non-Indigenous,,Derived from State and territory governments (unpublished),%,100,100,100,91.7,100,100,100,..,98.9
17A.14,2015-16,Education and training attendance,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of young people,Young people in detention,Not of compulsory school age,Attending an accredited education or training course,Non-Indigenous,,State and territory governments (unpublished),no.,79.8,106,30.8,3.5,4,2.8,7,0,233.8
17A.14,2015-16,Education and training attendance,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of young people,Young people in detention,Not of compulsory school age,Who are eligible to attend an accredited education or training course,Non-Indigenous,,State and territory governments (unpublished),no.,79.8,106,30.8,7,4,2.8,7,0,237.3
17A.14,2015-16,Education and training attendance,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Proportion of young people,Young people in detention,Not of compulsory school age,Attending an accredited education or training course,Non-Indigenous,,Derived from State and territory governments (unpublished),%,100,100,100,50,100,100,100,..,98.5
17A.14,2014-15,Education and training attendance,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of young people,Young people in detention,Of compulsory school age,Attending an accredited education or training course,Non-Indigenous,,State and territory governments (unpublished),no.,43.5,37,25.3,26,9,4.3,10,2,157
17A.14,2014-15,Education and training attendance,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of young people,Young people in detention,Of compulsory school age,Who are eligible to attend an accredited education or training course,Non-Indigenous,,State and territory governments (unpublished),no.,43.5,37,25.3,28.3,9,4.3,10,2,159.3
17A.14,2014-15,Education and training attendance,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Proportion of young people,Young people in detention,Of compulsory school age,Attending an accredited education or training course,Non-Indigenous,,Derived from State and territory governments (unpublished),%,100,100,100,92,100,100,100,100,98.6
17A.14,2014-15,Education and training attendance,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of young people,Young people in detention,Not of compulsory school age,Attending an accredited education or training course,Non-Indigenous,,State and territory governments (unpublished),no.,90.8,90,27.8,9.5,5,4,14,0,241
17A.14,2014-15,Education and training attendance,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of young people,Young people in detention,Not of compulsory school age,Who are eligible to attend an accredited education or training course,Non-Indigenous,,State and territory governments (unpublished),no.,90.8,90,27.8,12,5,4,14,0,243.5
17A.14,2014-15,Education and training attendance,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Proportion of young people,Young people in detention,Not of compulsory school age,Attending an accredited education or training course,Non-Indigenous,,Derived from State and territory governments (unpublished),%,100,100,100,79.2,100,100,100,..,99
17A.15,2022-23,Deaths in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,,Young people in custody,,Who died,Non-Indigenous,,State and territory governments (unpublished),no.,0,0,0,0,0,0,0,0,0
17A.15,2021-22,Deaths in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,,Young people in custody,,Who died,Non-Indigenous,,State and territory governments (unpublished),no.,0,0,0,0,0,0,0,0,0
17A.15,2020-21,Deaths in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,,Young people in custody,,Who died,Non-Indigenous,,State and territory governments (unpublished),no.,0,0,0,0,0,0,0,0,0
17A.15,2019-20,Deaths in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,,Young people in custody,,Who died,Non-Indigenous,,State and territory governments (unpublished),no.,0,0,0,0,0,0,0,0,0
17A.15,2018-19,Deaths in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,,Young people in custody,,Who died,Non-Indigenous,,State and territory governments (unpublished),no.,0,0,0,0,0,0,0,0,0
17A.15,2017-18,Deaths in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,,Young people in custody,,Who died,Non-Indigenous,,State and territory governments (unpublished),no.,0,0,0,0,0,0,0,0,0
17A.15,2016-17,Deaths in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,,Young people in custody,,Who died,Non-Indigenous,,State and territory governments (unpublished),no.,0,0,0,0,0,0,0,0,0
17A.15,2015-16,Deaths in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,,Young people in custody,,Who died,Non-Indigenous,,State and territory governments (unpublished),no.,0,0,0,0,0,0,0,0,0
17A.15,2014-15,Deaths in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,,Young people in custody,,Who died,Non-Indigenous,,State and territory governments (unpublished),no.,0,0,0,0,0,0,0,0,0
17A.16,2022-23,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of,Young people in custody,Incidents of injury as a result of a serious assault,,Non-Indigenous,,State and territory governments (unpublished),no.,2,10,1,0,0,np,0,0,
17A.16,2022-23,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Young people in custody,Incidents of injury as a result of a serious assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),rate,0.6,2.9,0.3,0,0,np,0,0,
17A.16,2022-23,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of,Staff,Incidents of injury as a result of a serious assault,,Non-Indigenous,,State and territory governments (unpublished),no.,na,0,0,na,2,na,0,0,
17A.16,2022-23,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Staff,Incidents of injury as a result of a serious assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),rate,na,0,0,na,1.7,na,0,0,
17A.16,2022-23,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of,Young people in custody and staff,Incidents of injury as a result of a serious assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),no.,na,10,1,na,2,np,0,0,
17A.16,2022-23,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Young people in custody and staff,Incidents of injury as a result of a serious assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),rate,na,2.5,0.1,na,1.7,np,0,0,
17A.16,2021-22,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of,Young people in custody,Incidents of injury as a result of a serious assault,,Non-Indigenous,,State and territory governments (unpublished),no.,5,11,0,0,3,np,0,0,
17A.16,2021-22,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Young people in custody,Incidents of injury as a result of a serious assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),rate,1.4,2.9,0,0,5.2,np,0,0,
17A.16,2021-22,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of,Staff,Incidents of injury as a result of a serious assault,,Non-Indigenous,,State and territory governments (unpublished),no.,na,0,0,na,3,0,0,0,
17A.16,2021-22,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Staff,Incidents of injury as a result of a serious assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),rate,na,0,0,na,2.6,0,0,0,
17A.16,2021-22,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of,Young people in custody and staff,Incidents of injury as a result of a serious assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),no.,na,11,0,0,6,0,0,0,
17A.16,2021-22,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Young people in custody and staff,Incidents of injury as a result of a serious assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),rate,na,2.5,0,0,5.2,0,0,0,
17A.16,2020-21,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of,Young people in custody,Incidents of injury as a result of a serious assault,,Non-Indigenous,,State and territory governments (unpublished),no.,5,4,0,0,2,0,0,0,
17A.16,2020-21,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Young people in custody,Incidents of injury as a result of a serious assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),rate,1.2,0.8,0,0,4.7,0,0,0,
17A.16,2020-21,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of,Staff,Incidents of injury as a result of a serious assault,,Non-Indigenous,,State and territory governments (unpublished),no.,na,0,0,0,7,0,0,0,
17A.16,2020-21,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Staff,Incidents of injury as a result of a serious assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),rate,na,0,0,0,7.3,0,0,0,
17A.16,2020-21,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of,Young people in custody and staff,Incidents of injury as a result of a serious assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),no.,na,4,0,0,9,0,0,0,
17A.16,2020-21,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Young people in custody and staff,Incidents of injury as a result of a serious assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),rate,na,0.7,0,0,9.4,0,0,0,
17A.16,2019-20,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of,Young people in custody,Incidents of injury as a result of a serious assault,,Non-Indigenous,,State and territory governments (unpublished),no.,3,5,1,0,2,np,0,0,
17A.16,2019-20,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Young people in custody,Incidents of injury as a result of a serious assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),rate,0.6,0.9,0.5,0,3.3,np,0,0,
17A.16,2019-20,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of,Staff,Incidents of injury as a result of a serious assault,,Non-Indigenous,,State and territory governments (unpublished),no.,na,0,1,0,8,0,1,0,
17A.16,2019-20,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Staff,Incidents of injury as a result of a serious assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),rate,na,0,0.1,0,6.3,0,1.8,0,
17A.16,2019-20,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of,Young people in custody and staff,Incidents of injury as a result of a serious assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),no.,na,5,2,0,10,np,1,0,
17A.16,2019-20,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Young people in custody and staff,Incidents of injury as a result of a serious assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),rate,na,0.7,0.3,0,7.9,np,1.8,0,
17A.16,2018-19,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of,Young people in custody,Incidents of injury as a result of a serious assault,,Non-Indigenous,,State and territory governments (unpublished),no.,9,11,0,0,0,0,0,0,
17A.16,2018-19,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Young people in custody,Incidents of injury as a result of a serious assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),rate,1.9,1.9,0,0,0,0,0,0,
17A.16,2018-19,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of,Staff,Incidents of injury as a result of a serious assault,,Non-Indigenous,,State and territory governments (unpublished),no.,na,0,0,na,0,0,1,0,
17A.16,2018-19,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Staff,Incidents of injury as a result of a serious assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),rate,na,0,0,na,0,0,2.5,0,
17A.16,2018-19,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of,Young people in custody and staff,Incidents of injury as a result of a serious assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),no.,na,11,0,na,0,0,1,0,
17A.16,2018-19,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Young people in custody and staff,Incidents of injury as a result of a serious assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),rate,na,1.6,0,na,0,0,2.5,0,
17A.16,2017-18,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of,Young people in custody,Incidents of injury as a result of a serious assault,,Non-Indigenous,,State and territory governments (unpublished),no.,1,1,0,1,0,0,0,0,
17A.16,2017-18,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Young people in custody,Incidents of injury as a result of a serious assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),rate,0.2,0.2,0,0.7,0,0,0,0,
17A.16,2017-18,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of,Staff,Incidents of injury as a result of a serious assault,,Non-Indigenous,,State and territory governments (unpublished),no.,na,1,0,na,0,0,0,0,
17A.16,2017-18,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Staff,Incidents of injury as a result of a serious assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),rate,na,0.1,0,na,0,0,0,0,
17A.16,2017-18,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of,Young people in custody and staff,Incidents of injury as a result of a serious assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),no.,na,2,0,na,0,0,0,0,
17A.16,2017-18,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Young people in custody and staff,Incidents of injury as a result of a serious assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),rate,na,0.3,0,na,0,0,0,0,
17A.16,2016-17,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of,Young people in custody,Incidents of injury as a result of a serious assault,,Non-Indigenous,,State and territory governments (unpublished),no.,5,2,0,1,0,0,0,0,
17A.16,2016-17,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Young people in custody,Incidents of injury as a result of a serious assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),rate,1.1,0.3,0,0.7,0,0,0,0,
17A.16,2016-17,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of,Staff,Incidents of injury as a result of a serious assault,,Non-Indigenous,,State and territory governments (unpublished),no.,na,0,0,na,0,0,0,3,
17A.16,2016-17,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Staff,Incidents of injury as a result of a serious assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),rate,na,0,0,na,0,0,0,2.2,
17A.16,2016-17,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of,Young people in custody and staff,Incidents of injury as a result of a serious assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),no.,na,2,0,na,0,0,0,3,
17A.16,2016-17,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Young people in custody and staff,Incidents of injury as a result of a serious assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),rate,na,0.3,0,na,0,0,0,2.2,
17A.16,2015-16,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of,Young people in custody,Incidents of injury as a result of a serious assault,,Non-Indigenous,,State and territory governments (unpublished),no.,0,6,1,0,0,0,0,1,
17A.16,2015-16,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Young people in custody,Incidents of injury as a result of a serious assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),rate,0,1.2,0.5,0,0,0,0,11,
17A.16,2015-16,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of,Staff,Incidents of injury as a result of a serious assault,,Non-Indigenous,,State and territory governments (unpublished),no.,na,0,0,na,1,0,0,0,
17A.16,2015-16,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Staff,Incidents of injury as a result of a serious assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),rate,na,0,0,na,0.5,0,0,0,
17A.16,2015-16,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of,Young people in custody and staff,Incidents of injury as a result of a serious assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),no.,na,6,1,na,1,0,0,1,
17A.16,2015-16,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Young people in custody and staff,Incidents of injury as a result of a serious assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),rate,na,1,0.1,na,0.5,0,0,0.6,
17A.16,2014-15,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of,Young people in custody,Incidents of injury as a result of a serious assault,,Non-Indigenous,,State and territory governments (unpublished),no.,0,4,0,na,0,0,0,0,
17A.16,2014-15,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Young people in custody,Incidents of injury as a result of a serious assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),rate,0,0.9,0,na,0,0,0,0,
17A.16,2014-15,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of,Staff,Incidents of injury as a result of a serious assault,,Non-Indigenous,,State and territory governments (unpublished),no.,na,0,1,na,0,0,0,0,
17A.16,2014-15,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Staff,Incidents of injury as a result of a serious assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),rate,na,0,0.2,na,0,0,0,0,
17A.16,2014-15,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of,Young people in custody and staff,Incidents of injury as a result of a serious assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),no.,na,4,1,na,0,0,0,0,
17A.16,2014-15,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Young people in custody and staff,Incidents of injury as a result of a serious assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),rate,na,0.8,0.2,na,0,0,0,0,
17A.17,2022-23,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of,Young people in custody,Incidents of injury as a result of an assault,,Non-Indigenous,,State and territory governments (unpublished),no.,21,55,21,3,4,10,np,3,
17A.17,2022-23,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Young people in custody,Incidents of injury as a result of an assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),rate,6.5,16.1,6.6,3.1,7.8,30.7,np,45.7,
17A.17,2022-23,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of,Staff,Incidents of injury as a result of an assault,,Non-Indigenous,,State and territory governments (unpublished),no.,na,0,120,na,29,na,11,0,
17A.17,2022-23,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Staff,Incidents of injury as a result of an assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),rate,na,0,11.6,na,25.3,na,16.1,0,
17A.17,2022-23,Assaults in custody,Young people,All people,Non-Indigenous people,Detention-based supervision,,,Number of,Young people in custody and staff,Incidents of injury as a result of an assault,,Non-Indigenous,,Derived from State and territory governments (unpublished),no.,na,55,141,na,33,10,11,3,
